property_type,society,sector,price_in_cr,price_per_sqft,bedroom,bathroom,balcony,facing,agepossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_category,floor_category
flat,Paras Dews,Sector 106,0.97,8818,2,2,3,north-east,New Property,1200,0,0,0,1,0,Un-furnished,High,Mid-rise
flat,ROF Ananda,Sector 95,0.31,5644,2,2,1,north,Relatively New,549,0,0,0,1,0,Un-furnished,Medium,Mid-rise
flat,Shree Vardhman Flora,Sector 90,0.7,4615,2,2,3,north-east,New Property,1224,1,0,0,0,1,Semi-furnished,Average,Mid-rise
flat,ROF Ananda,Sector 95,0.2,5463,1,1,1,south-west,Relatively New,366,0,0,0,1,0,Semi-furnished,Average,Mid-rise
flat,M Skycity,Sector 65,1.8,13700,2,2,3,north-east,New Property,1446,0,0,0,0,0,Semi-furnished,Medium,High-rise
flat,Godrej Nature Plus,Sector 33,1.2,13369,2,2,0,north-east,New Property,898,0,0,0,0,0,Semi-furnished,Average,High-rise
house,Unitech Espace,Sector 50,7.45,34434,4,4,3,east,Old,4500,0,1,0,0,0,Un-furnished,Medium,Low-rise
flat,Tata Primanti,Sector 72,3.4,15560,3,4,3+,north-east,Moderately Old,1977,0,1,0,0,0,Semi-furnished,Average,Mid-rise
flat,Vipul World Floors,Sector 48,4.3,13870,4,2,3+,east,New Property,3422,1,1,0,1,0,Semi-furnished,Medium,Mid-rise
house,Independent,Sector 56,4.0,26544,4,4,3,east,Relatively New,1506,0,0,0,0,0,Un-furnished,Low,Low-rise
flat,Emaar MGF The Palm Drive,Sector 66,3.2,17777,3,3,3,south-west,Relatively New,1989,1,1,1,1,0,Semi-furnished,Medium,High-rise
flat,Sare Crescent Parc,Sector 92,0.5,5000,2,2,3,north-east,Moderately Old,905,0,0,0,0,0,Semi-furnished,Average,Low-rise
flat,Mapsko Mount Ville,Sector 79,1.3,8024,3,3,2,west,Relatively New,1212,1,0,0,1,0,Semi-furnished,High,Mid-rise
flat,Vatika The Seven Lamps,Sector 82,1.37,8753,3,3,3,south,Relatively New,2000,1,1,0,1,0,Un-furnished,Medium,High-rise
flat,Pareena Mi Casa,Sector 68,1.0,8163,2,2,2,north-east,New Property,1352,0,1,0,0,0,Semi-furnished,Medium,High-rise
flat,Breez Global Hill View,Sohna Road,0.35,5319,2,2,2,north-east,New Property,658,0,0,0,0,0,Semi-furnished,Low,High-rise
flat,M Merlin,Sector 67,3.4,14418,3,4,3+,west,Relatively New,2134,0,1,0,0,0,Un-furnished,High,High-rise
flat,Ashiana Anmol,Sohna Road,0.88,11125,2,2,2,east,Relatively New,1013,0,0,0,0,0,Furnished,Medium,High-rise
flat,Experion The Heartsong,Sector 108,1.36,6542,3,2,3+,north-east,Relatively New,1340,1,1,0,0,0,Un-furnished,Medium,Low-rise
flat,Signature Global City,Sector 63A,1.65,15263,2,2,2,north-east,New Property,978,0,0,0,0,0,Semi-furnished,Medium,Low-rise
flat,Independent,New Gurgaon,0.22,4400,2,2,1,north-east,New Property,500,0,0,0,0,0,Un-furnished,Low,Low-rise
house,SS Residency Residency Omnia,Sector 86,0.42,8671,5,3,1,east,Relatively New,484,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,DLF The Arbour,Sector 63,7.8,19747,4,4,0,north-east,New Property,3950,0,0,0,0,0,Semi-furnished,Medium,Mid-rise
flat,The New Crpf Apartments,Sector 9A,0.75,5813,3,3,3,east,Old,1424,0,0,0,1,0,Semi-furnished,Average,Mid-rise
flat,Experion The Heartsong,Sector 108,2.29,8240,4,2,3+,south,Relatively New,2779,0,1,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Bestech Park View Residency,Sector 2,1.4,7865,3,3,3+,north,Old,1611,0,0,0,0,0,Furnished,Medium,Mid-rise
flat,Indiabulls Centrum Park,Sector 103,2.4,8347,4,2,3+,north-east,Relatively New,2456,0,1,0,0,0,Semi-furnished,High,High-rise
flat,Tulip Violet,Sector 69,1.7,8457,4,4,2,south-west,Relatively New,1798,1,1,1,1,0,Semi-furnished,High,High-rise
flat,BPTP Terra,Sector 37D,1.72,7850,3,3,3+,south-east,Relatively New,1983,0,1,0,0,0,Semi-furnished,Average,High-rise
flat,Breez Global Hill View,Sohna Road,2.6,5215,2,2,2,north-east,New Property,4986,0,0,0,0,0,Semi-furnished,Average,Mid-rise
flat,Hsiidc Sidco Shivalik Apartments,Manesar,0.6,4000,3,2,2,south-east,Moderately Old,1273,0,0,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Orris Aster Court Premier,Sector 85,1.25,5896,3,4,2,north,Relatively New,1900,0,1,0,0,0,Un-furnished,High,Mid-rise
flat,M Woodshire,Sector 107,1.8,7623,3,4,3+,north-east,Relatively New,1832,0,1,0,0,0,Semi-furnished,Medium,Low-rise
flat,DLF The Primus,Sector 82A,1.87,10394,3,3,3,east,Moderately Old,1663,0,0,0,1,0,Semi-furnished,Average,Skyscraper
flat,DLF The Ultima,Sector 81,2.5,11726,3,1,2,south-east,Relatively New,2130,0,1,0,0,0,Furnished,Medium,Mid-rise
house,SS Residency Residency Aaron Ville,Sector 49,6.5,18808,5,2,1,north-east,Relatively New,3463,1,1,0,1,0,Un-furnished,Low,Low-rise
flat,Breez Global Heights,Sohna Road,0.39,4105,2,2,2,north-east,Relatively New,720,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Shree Vardhman Flora,Sector 90,1.3,5252,4,2,2,north-east,Relatively New,2127,1,1,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Godrej Nature Plus,Sector 33,1.08,13126,2,2,3,north-east,New Property,823,0,0,0,0,0,Semi-furnished,Average,Mid-rise
flat,Sare Green Parc,Sector 92,0.61,4837,3,2,2,north-east,Relatively New,1141,0,0,0,0,1,Semi-furnished,Low,Mid-rise
flat,Emaar Digihomes,Sector 62,2.1,14254,2,2,2,north,New Property,1365,0,1,0,0,0,Semi-furnished,Average,Skyscraper
flat,Aditya Apartment,Manesar,1.0,4033,3,4,0,north-east,New Property,2480,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,GLS Arawali Homes,Sohna Road,0.26,4600,2,2,2,north-east,New Property,565,0,0,0,0,0,Semi-furnished,Average,Mid-rise
house,Independent,Daulatabad,0.7,7000,2,2,3,north-east,Relatively New,1000,0,0,0,0,0,Semi-furnished,Low,Mid-rise
flat,Umang Monsoon Breeze,Sector 78,0.69,5390,2,2,2,north-east,Moderately Old,1413,0,0,0,0,0,Semi-furnished,Medium,High-rise
flat,DLF The Primus,Sector 82A,1.8,13846,3,3,3+,north-east,Relatively New,1540,0,1,0,0,0,Furnished,High,High-rise
flat,Ganga Apartment,Shanti Nagar,0.55,3352,2,2,1,north-east,Moderately Old,1000,0,0,0,0,0,Semi-furnished,Medium,Low-rise
flat,Central Park  Bellevue,Sector 48,5.0,11627,3,4,3,north-east,Moderately Old,4746,0,0,0,0,0,Semi-furnished,Medium,High-rise
flat,Godrej Summit,Sector 104,1.35,5014,4,2,3+,south-east,Relatively New,2971,1,1,1,1,0,Semi-furnished,Medium,Basement/Ground Floor
flat,Orris Aster Court,Sector 85,0.68,5221,2,2,2,south-west,Relatively New,1075,0,0,0,0,0,Semi-furnished,Average,Mid-rise
flat,ATS Triumph,Sector 104,1.83,7991,3,4,3+,north,Relatively New,2000,0,1,0,0,0,Semi-furnished,High,High-rise
flat,Emaar MGF Emerald Floors Premier,Sector 65,2.29,13878,3,4,3+,west,Relatively New,1821,1,1,0,0,0,Furnished,High,Low-rise
flat,Sare Crescent Parc,Sector 92,0.49,4909,2,2,2,north-east,Relatively New,1102,0,0,0,0,0,Semi-furnished,Medium,Low-rise
flat,Experion Windchants,Sector 112,3.4,12134,3,3,2,north-east,Relatively New,2226,0,0,0,0,0,Un-furnished,High,High-rise
flat,DLF New Town Heights,Sector 86,1.27,6580,3,4,3,south-west,Relatively New,1800,0,1,0,1,0,Semi-furnished,Medium,High-rise
flat,MVN Athens,Sohna Road,0.25,5189,2,2,1,north,Relatively New,482,0,0,0,1,0,Semi-furnished,Medium,Basement/Ground Floor
flat,Smart World Orchard,Sector 61,2.55,15644,3,1,2,north-east,New Property,1799,0,0,0,0,1,Semi-furnished,Low,Mid-rise
flat,Vatika,Sector 83,1.19,7437,3,3,2,south,Relatively New,1766,0,1,0,0,0,Un-furnished,Average,High-rise
flat,Experion The Heartsong,Sector 108,0.98,13343,2,1,3,east,Relatively New,734,1,0,0,0,0,Semi-furnished,Medium,Mid-rise
flat,SS Residency Residency The Leaf,Sector 85,1.85,6578,4,2,3+,north-west,Relatively New,2545,0,0,0,0,0,Semi-furnished,Medium,Low-rise
house,Independent,Sector 26,6.75,27748,3,3,2,north-east,Moderately Old,2435,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,City Shri Ram Apartments,Sector 110,0.22,3666,2,1,1,north-east,Relatively New,600,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,SS Residency Residency The Leaf,Sector 85,2.1,7467,4,2,3+,east,Relatively New,2545,0,0,0,0,0,Un-furnished,Medium,Mid-rise
flat,M Capital,Sector 113,2.57,15575,4,2,3+,east,Under Construction,2060,1,0,0,0,0,Un-furnished,Medium,Skyscraper
flat,Raheja Vedaanta,Sector 108,0.7,4666,2,2,1,west,Moderately Old,1468,0,0,0,0,0,Semi-furnished,Low,High-rise
flat,GLS Arawali Homes,Sohna Road,0.3,5291,2,2,2,north-east,Relatively New,567,0,0,0,0,0,Semi-furnished,Average,High-rise
flat,Smart World Orchard,Sector 61,1.6,13913,2,2,2,north-east,New Property,1269,1,0,0,0,0,Semi-furnished,Average,Low-rise
flat,Samadhan Shri Kamal Cghs,Sector 1,2.01,11426,4,4,3+,north-east,Moderately Old,1943,0,0,0,0,0,Furnished,Low,High-rise
flat,Raheja Vedas,Sector 108,2.15,4134,3,4,3+,east,Relatively New,4600,1,0,0,0,0,Semi-furnished,Low,High-rise
flat,Paras Dews,Sector 106,1.28,7272,3,4,3+,north-west,Relatively New,1186,0,1,0,0,0,Semi-furnished,Average,Skyscraper
flat,Ramsons Kshitij,Sector 95,0.22,6470,1,1,1,north-east,New Property,340,0,0,0,0,0,Semi-furnished,Low,Low-rise
house,Independent,Sector 105,0.37,8222,2,2,1,east,Moderately Old,450,0,0,0,0,1,Semi-furnished,Low,Low-rise
house,Housing Board Colony,Sector 28,2.1,23333,2,2,1,south-east,Moderately Old,902,0,0,0,0,1,Un-furnished,Average,Mid-rise
flat,Kendriya Vihar,Sector 56,0.65,8609,1,1,1,north-east,Moderately Old,833,0,0,0,0,0,Semi-furnished,Medium,Basement/Ground Floor
flat,Shapoorji Pallonji Joyville,Sector 102,0.97,16454,2,2,2,north-east,Relatively New,740,0,0,0,0,0,Semi-furnished,High,High-rise
flat,Signature Global Solera,Sector 107,0.28,5674,2,2,2,north,Relatively New,493,0,0,0,0,0,Semi-furnished,Low,High-rise
flat,Vatika,Sector 83,0.75,6024,2,2,2,east,Relatively New,1150,0,0,0,0,1,Un-furnished,Medium,High-rise
flat,Breez Global Heights,Sohna Road,0.46,4842,2,2,2,north-east,Relatively New,800,0,0,0,0,0,Furnished,Medium,Mid-rise
flat,Vatika The Seven Lamps,Sector 82,1.28,6819,3,3,3,north,Relatively New,1800,1,0,0,0,0,Un-furnished,High,Low-rise
flat,GLS Arawali Homes,Sohna Road,0.28,5982,2,2,2,north-east,Relatively New,468,0,0,0,0,0,Semi-furnished,Average,Low-rise
house,DLF City,Sector 26,5.5,30597,4,4,3,east,Moderately Old,1804,0,0,1,1,0,Semi-furnished,Average,Low-rise
flat,Emaar MGF Emerald Floors Premier,Sector 65,2.75,13924,4,4,3,north-west,Relatively New,1750,1,1,0,0,0,Un-furnished,Medium,Low-rise
flat,Sare Crescent Parc,Sector 92,0.71,4933,3,3,2,north-east,Relatively New,1585,0,0,0,0,0,Semi-furnished,Average,Mid-rise
flat,Sidhartha Ncr One Phase,Sector 95,0.9,4500,3,3,1,north-east,Relatively New,2000,0,0,0,0,0,Semi-furnished,Medium,High-rise
flat,Paras Dews,Sector 106,1.1,9734,3,4,3+,north-west,Relatively New,1186,0,1,0,0,0,Un-furnished,High,Mid-rise
flat,Shree Vardhman Victoria,Sector 70,1.15,8518,2,2,3,south-east,Relatively New,1222,1,0,0,0,1,Semi-furnished,Average,Mid-rise
flat,Green Court,Sector 90,0.5,8333,2,2,1,north-east,New Property,600,0,0,0,0,0,Semi-furnished,Average,Mid-rise
flat,Sare Crescent Parc,Sector 92,0.8,6033,3,2,2,north-east,Relatively New,1464,0,0,0,0,0,Semi-furnished,Low,Low-rise
house,Independent,Sector 3,0.55,5000,2,1,3,east,Moderately Old,1100,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,DLF Regal Gardens,Sector 90,1.2,6837,3,3,3+,south-west,Relatively New,1567,0,0,0,0,0,Semi-furnished,Medium,High-rise
flat,Takshila Heights,New Gurgaon,0.67,5583,2,2,2,north-east,Relatively New,1086,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Emaar Palm Gardens,Sector 83,1.38,8023,3,3,3,south-west,Relatively New,1350,0,1,0,0,0,Un-furnished,Low,Mid-rise
flat,Samaspurkunj,Samaspur,0.55,5238,2,2,0,north-east,Relatively New,1159,0,0,0,0,0,Semi-furnished,Average,Mid-rise
house,Independent,Sector 24,6.5,22855,4,4,0,east,Old,2850,0,0,0,1,0,Semi-furnished,Average,Low-rise
flat,Smart World One Dxp,Sector 113,3.45,13269,4,4,3,south-east,Under Construction,2353,1,1,0,0,0,Un-furnished,High,High-rise
flat,GLS Avenue,Sector 92,0.45,6000,3,3,1,north-east,Relatively New,828,0,0,0,0,0,Semi-furnished,Low,High-rise
house,Independent,Sector 14,5.0,22222,3,3,3+,south,Moderately Old,2255,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,AIPL Peaceful Homes,Sector 70A,2.75,12791,3,3,3+,north-east,Relatively New,2150,0,0,0,0,0,Semi-furnished,Low,High-rise
flat,AFNHB Jalvayu Vihar,Sector 30,1.3,10000,3,3,2,north-east,Old,1396,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Mapsko Mount Ville,Sector 79,1.25,7716,3,3,2,south-west,Relatively New,1209,1,0,0,1,0,Un-furnished,High,Low-rise
flat,Palam Vihar Society,Sector 2,0.4,8602,1,1,1,north,Moderately Old,465,0,0,0,0,0,Un-furnished,Average,Mid-rise
flat,DLF Regency Park,Sector 28,2.25,14516,3,3,2,west,Old,1700,0,1,0,0,0,Semi-furnished,Medium,High-rise
flat,Pioneer Park,Sector 61,2.0,11764,3,3,3,north-west,Moderately Old,1538,0,0,0,0,0,Un-furnished,Medium,Skyscraper
flat,M Heights,Sector 65,2.79,14168,3,3,3,east,New Property,1654,0,0,0,0,0,Semi-furnished,Low,Skyscraper
flat,Bestech Park View Spa Next,Sector 67,3.32,12599,4,2,3+,west,Moderately Old,2385,0,1,0,0,0,Un-furnished,High,High-rise
flat,Pareena Coban Residences,Sector 99A,1.1,7096,2,2,3,north-east,New Property,1364,1,0,0,0,0,Semi-furnished,Medium,Mid-rise
flat,SBTL Caladium,Sector 109,1.8,7072,3,3,3+,east,Relatively New,1994,0,0,0,0,0,Semi-furnished,High,High-rise
house,Huda Ashok Vihar Phase,Sector 4,0.7,10233,3,2,1,north-east,New Property,684,1,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Shapoorji Pallonji Joyville,Sector 102,1.41,10307,2,2,3,north-east,Relatively New,1238,0,0,0,0,1,Semi-furnished,Average,Basement/Ground Floor
flat,Sonata Group Housing Gh,Manesar,1.65,5892,4,3,3,north-east,New Property,3091,0,1,0,0,0,Semi-furnished,Low,Mid-rise
flat,Smart World Gems,Sector 89,1.2,12526,3,3,3,east,New Property,1057,0,0,1,1,0,Semi-furnished,Medium,Low-rise
flat,Emaar MGF The Palm Drive,Sector 66,2.85,14615,3,3,3,north-east,Relatively New,1920,1,0,0,0,0,Un-furnished,Medium,High-rise
flat,Shapoorji Pallonji Joyville,Sector 102,1.77,9195,3,3,3,north-east,Relatively New,1653,0,0,0,0,0,Semi-furnished,High,Low-rise
flat,Smart World Orchard,Sector 61,2.24,14460,3,3,2,north-east,New Property,1402,0,0,0,0,1,Semi-furnished,Medium,Low-rise
flat,Signature Global Orchard Avenue,Sector 93,0.4,7359,2,2,2,north-east,New Property,544,0,0,0,0,0,Semi-furnished,Average,High-rise
flat,AIPL Club Residences,Sector 70A,0.95,10215,2,2,1,north-east,New Property,930,0,0,0,0,0,Un-furnished,Medium,High-rise
flat,Experion Windchants,Sector 112,5.31,11204,4,2,3+,south,Relatively New,3400,0,1,0,1,0,Semi-furnished,Medium,High-rise
flat,Vatika,Sector 83,0.98,8166,2,2,3,south,Relatively New,1300,0,0,0,0,0,Un-furnished,Medium,Mid-rise
flat,Ansal Height Height Housing Highland Park,Sector 103,0.88,6429,2,2,3,north-east,New Property,1232,0,0,0,0,0,Semi-furnished,Average,Low-rise
flat,DLF The Arbour,Sector 63,8.5,21519,4,4,0,north-east,New Property,3950,0,0,0,0,0,Semi-furnished,Medium,Skyscraper
flat,AIPL Zen Residences,Sector 70A,1.65,13074,2,2,3,north-west,New Property,1142,0,0,0,0,0,Semi-furnished,Medium,Skyscraper
flat,Ansal Height Height Heights,Sector 92,0.6,4546,2,2,3,north-east,Relatively New,1195,0,0,0,0,1,Semi-furnished,Low,High-rise
flat,Signature Andour Heights,Sector 71,0.55,8607,2,2,1,south-east,Relatively New,639,0,0,0,0,0,Un-furnished,Low,Mid-rise
house,Independent,Sector 43,5.5,2716,2,3,3,east,Moderately Old,2850,1,1,0,1,1,Un-furnished,Medium,Low-rise
house,Independent,Sector 12,3.71,19818,3,1,3,east,Moderately Old,1876,0,0,0,1,0,Semi-furnished,Low,Mid-rise
flat,Suncity Vatsal Valley,Gwal Pahari,1.0,13340,2,2,2,north-east,New Property,828,0,0,0,0,0,Un-furnished,Low,Low-rise
house,Independent,Sector 109,1.55,6567,3,2,2,east,Relatively New,2360,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Krisumi Waterfall Residences,Sector 36A,3.65,14381,3,3,2,east,New Property,2297,0,0,0,0,0,Semi-furnished,Average,High-rise
flat,Signature Global City,Sector 81,0.82,8639,2,2,3,east,Relatively New,955,0,0,0,0,0,Semi-furnished,Medium,Low-rise
flat,Orris Aster Court Premier,Sector 85,1.5,5859,4,2,3+,west,New Property,2017,0,1,0,0,0,Un-furnished,Low,Mid-rise
house,Independent,Sector 56,3.25,21495,5,2,3,east,Relatively New,1515,0,0,0,1,1,Un-furnished,Low,Mid-rise
flat,Umang Winter Hills,Sector 77,0.75,5588,2,2,2,north-east,Relatively New,1180,0,0,0,0,0,Un-furnished,High,Mid-rise
flat,Central Park Flower Valley Aqua Front Towers,Sector 33,1.7,9449,3,3,3+,east,New Property,1692,0,0,0,0,0,Un-furnished,Average,Mid-rise
house,Independent,Sector 38,4.0,21786,1,2,3,north-east,Old,1840,1,1,0,1,1,Un-furnished,Medium,Mid-rise
flat,SS Residency Residency The Leaf,Sector 85,1.06,6343,2,2,2,south,Relatively New,1512,0,0,0,0,0,Semi-furnished,Average,High-rise
flat,Ireo The Corridors,Sector 67A,2.08,12044,3,3,2,north-east,New Property,1563,0,0,0,0,1,Semi-furnished,Average,Mid-rise
house,Independent,Sector 14,4.5,20000,5,2,2,east,Relatively New,2759,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,DLF Regency Park,Sector 28,1.35,11739,2,2,2,east,Old,1120,0,0,1,0,0,Semi-furnished,Medium,High-rise
flat,Umang Winter Hills,Sector 77,0.86,6408,2,2,2,north-east,New Property,1214,0,0,0,0,0,Un-furnished,Medium,High-rise
house,Independent,Sector 50,10.45,38679,4,2,2,north,Moderately Old,4000,1,1,0,1,0,Un-furnished,Medium,Low-rise
flat,AIPL The Peaceful Homes,Sector 70A,2.6,12009,3,2,2,north-east,Moderately Old,2390,0,1,0,0,0,Semi-furnished,Average,High-rise
flat,Raisina Residency,Sector 59,5.0,13058,4,4,3+,north-west,Relatively New,4226,1,1,1,1,0,Un-furnished,High,High-rise
house,Smart World Gems,Sector 89,1.25,8784,3,3,3,east,New Property,1423,1,0,0,0,1,Semi-furnished,Average,Low-rise
flat,SS Residency Residency The Leaf,Sector 85,2.15,7645,4,2,3+,south,Relatively New,2545,0,1,0,0,0,Semi-furnished,High,Low-rise
flat,Apex Our Homes,Sector 37C,0.38,4108,2,2,1,north-east,Relatively New,925,0,0,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Tulip Violet,Sector 69,1.4,8920,3,3,1,east,Relatively New,1419,0,0,0,1,0,Semi-furnished,Medium,High-rise
flat,Ramson Kshitij,Sector 95,0.27,2700,2,2,0,west,New Property,756,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,DLF New Town Heights,Sector 86,1.3,6735,3,3,3,west,Moderately Old,1747,0,1,0,1,0,Semi-furnished,Medium,High-rise
flat,SS Residency Residency The Leaf,Sector 85,2.13,7574,4,4,3,north,Relatively New,2600,0,0,0,0,0,Semi-furnished,Average,Mid-rise
flat,La Vida By Tata Housing,Sector 113,3.05,11338,3,4,3,north-east,New Property,2600,0,1,0,0,0,Semi-furnished,High,High-rise
flat,Shri Ram Apartments,Sector 4,0.46,5111,2,2,1,east,Relatively New,993,0,0,0,0,0,Un-furnished,Medium,Low-rise
flat,Breez Global Heights,Sohna Road,0.4,6694,2,2,2,north-east,Relatively New,760,0,0,0,0,0,Semi-furnished,Average,Mid-rise
house,Independent,Sector 57,4.75,29617,3,3,3,north-west,Moderately Old,1700,0,0,1,0,0,Un-furnished,Medium,Low-rise
flat,M Skywalk,Sector 74,1.54,11000,2,2,3+,south,Relatively New,1200,0,0,0,0,1,Semi-furnished,Medium,Skyscraper
flat,Tulip Violet,Sector 69,1.19,8814,2,3,1,west,Relatively New,1490,1,0,0,0,0,Semi-furnished,High,Basement/Ground Floor
flat,Builder Floor,Lajpat Nagar,0.6,6000,3,2,1,east,New Property,950,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Central Park Flower Valley,Sector 33,1.55,11923,3,3,3+,north-east,New Property,1435,0,0,0,0,0,Un-furnished,Low,Mid-rise
house,Unitech Espace,Sector 50,10.45,32254,5,3,1,east,Moderately Old,3247,1,1,0,1,1,Un-furnished,High,Low-rise
flat,SS Residency Residency The Leaf,Sector 85,1.14,6433,2,2,3,south,Relatively New,1604,0,0,0,0,0,Semi-furnished,Average,High-rise
flat,Suposhaa Smartworld Orchard,Sector 61,2.17,14000,3,3,3,north-east,New Property,1710,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Signature Global Orchard Avenue,Sector 93,0.4,5479,2,2,0,north-east,Relatively New,730,0,0,0,0,0,Semi-furnished,Low,Basement/Ground Floor
flat,Puri Diplomatic Greens,Sector 111,3.45,11694,4,2,3+,north,Relatively New,2670,0,1,0,0,0,Semi-furnished,Medium,High-rise
flat,Godrej Nature Plus,Sector 33,1.4,9333,2,2,3,north-east,New Property,1443,0,0,0,0,0,Semi-furnished,Medium,High-rise
flat,M Soulitude,Sector 89,1.32,16923,3,3,3,north-east,New Property,861,0,0,0,0,0,Semi-furnished,Average,Low-rise
flat,Experion The Heartsong,Sector 108,2.0,8554,3,3,3+,east,Relatively New,2116,0,1,0,0,0,Semi-furnished,Medium,High-rise
flat,Pareena Coban Residences,Sector 99A,1.3,6510,3,3,0,north-east,New Property,1997,0,0,0,0,0,Semi-furnished,Low,High-rise
house,Nitin Vihar,Sector 33,0.85,9444,3,2,1,west,Relatively New,900,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Emaar MGF Emerald Estate,Sector 65,1.7,21013,3,3,3,south-east,Relatively New,1078,1,0,0,0,0,Un-furnished,Medium,Mid-rise
flat,Microtek Greenburg,Sector 86,1.65,8707,3,4,3,north-west,Relatively New,1715,0,1,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Lord Krishna,Sector 12,2.7,8571,4,3,3,north-east,Old,3150,0,0,0,0,0,Semi-furnished,Low,Mid-rise
flat,Paras Dews,Sector 106,1.25,11061,3,4,3+,south-east,Relatively New,1186,1,1,0,0,0,Semi-furnished,High,Mid-rise
flat,Signature The Roselia,Sector 95,0.42,7293,2,2,2,south,New Property,576,0,0,0,0,0,Un-furnished,Medium,High-rise
flat,Uphar Lakshya Homes,Sector 105,0.42,4200,3,2,1,east,Relatively New,1104,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Bestech Park View Residency,Sector 2,0.55,8461,1,1,2,north,Moderately Old,650,0,0,0,0,0,Semi-furnished,Average,Mid-rise
flat,Project Krishna Colony,Sector 7,0.36,5142,2,2,1,north-east,Relatively New,700,0,0,0,0,0,Semi-furnished,Low,Basement/Ground Floor
flat,Vatika Inxt Floors,Sector 82A,0.75,7500,2,2,2,north-east,Relatively New,1000,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Tulip Orange,Sector 70,1.1,8148,3,2,2,east,Relatively New,1350,0,0,0,0,0,Semi-furnished,Low,Mid-rise
house,DLF City Plots,Sector 26,20.0,44240,4,2,1,north-east,New Property,4527,1,1,1,1,0,Un-furnished,High,Mid-rise
house,International City By Sobha Phase,Sector 109,6.0,9634,5,3,1,south-west,Relatively New,6241,1,1,1,1,0,Semi-furnished,High,Low-rise
flat,Puri Emerald Bay,Sector 104,2.3,9387,3,4,3+,north-east,Moderately Old,2217,0,1,0,0,0,Semi-furnished,Medium,High-rise
house,Independent,Sector 55,3.1,20026,5,4,3,north-east,Moderately Old,1551,0,1,1,0,0,Un-furnished,Medium,Low-rise
house,Vatika Signature Villas,Sector 82,3.2,14351,3,4,3,east,New Property,2160,1,1,1,1,0,Semi-furnished,Medium,Low-rise
flat,DLF New Town Heights,Sector 90,1.8,6600,4,4,3+,north-east,Moderately Old,2468,0,0,0,0,0,Semi-furnished,Medium,Skyscraper
flat,M Skycity,Sector 65,3.0,16411,3,3,3,east,New Property,1654,0,0,0,0,0,Semi-furnished,Medium,High-rise
flat,DLF Regal Gardens,Sector 90,1.75,7900,4,4,3+,east,Relatively New,2005,0,0,0,0,1,Semi-furnished,Low,Low-rise
